EntrezID	p.value	HPV+/HPV-
NA	0.849579312	1.07
57038	0.849582566	1.02
NA	0.849595188	1.02
10905	0.849604644	-1.02
NA	0.849606291	1.02
149076	0.849618028	1.04
8578	0.849623614	1.04
NA	0.849636629	-1.02
355	0.849693681	-1.03
1875	0.84971537	-1.04
NA	0.849732925	1.08
1580	0.849769752	1.03
23759	0.849775266	1.06
NA	0.849781969	-1.01
83641	0.849800159	1.31
NA	0.849898469	-1.04
11161	0.849913592	1.10
10902	0.849913994	-1.02
3215	0.849994383	1.08
84749	0.85002409	-1.07
4135	0.85003623	-1.03
27442	0.850055751	-1.02
NA	0.85005663	-1.03
326624	0.85009972	-1.03
200734	0.850107094	1.02
NA	0.850158083	-1.04
NA	0.850210598	-1.02
8741	0.850253135	-1.08
51200	0.850258617	-1.24
NA	0.850269905	1.06
NA	0.850302963	1.05
NA	0.85032509	1.02
1277	0.850341638	-1.06
10321	0.850368977	1.03
5741	0.850376568	-1.02
3448	0.850412273	1.02
55705	0.850430658	-1.08
154141	0.850453291	1.21
NA	0.850516486	-1.02
100128311	0.850529105	1.03
NA	0.850533217	-1.02
6506	0.850587002	1.01
26509	0.850587526	1.07
1499	0.850598917	-1.09
27346	0.850630932	-1.08
NA	0.850688065	1.05
842	0.850692754	1.02
55073	0.85069857	1.02
NA	0.850700146	1.04
113402	0.850708318	-1.02
3508	0.850757528	-1.04
81502	0.850768744	1.05
92211	0.850784215	-1.03
7852	0.850790551	1.02
200205	0.850811884	1.03
NA	0.85085453	1.02
114044	0.85088837	1.02
80255	0.850896447	1.05
NA	0.850899944	1.02
NA	0.850903908	-1.02
NA	0.850911985	-1.03
201292	0.850930971	1.02
NA	0.850980361	-1.01
NA	0.850985668	-1.05
23276	0.851003312	-1.06
3805	0.851013138	-1.02
253039	0.851018221	1.02
9531	0.851022741	-1.07
57568	0.851050979	1.03
NA	0.851068289	-1.11
6434	0.85107398	-1.04
80054	0.851080031	1.04
7707	0.851116621	-1.05
1441	0.851125125	1.04
283404	0.851166257	1.10
2145	0.851172545	1.05
2044	0.851194597	1.01
2549	0.851217991	1.03
79583	0.851244895	-1.08
84171	0.85127099	-1.30
7337	0.851297006	1.03
NA	0.851341716	1.03
84102	0.851344357	-1.16
6737	0.851403842	-1.05
51569	0.851438107	1.05
26512	0.851440398	1.09
327	0.851479274	1.04
1080	0.851536159	-1.01
NA	0.851561359	1.03
NA	0.851570769	-1.02
55449	0.851571261	-1.02
NA	0.851593175	-1.02
57711	0.851601499	1.02
2887	0.851614101	-1.28
9043	0.851622317	-1.06
29105	0.851650587	1.06
7169	0.851675046	-1.04
730094	0.851678264	-1.05
491	0.851683321	-1.03
NA	0.851685915	1.03
8277	0.851714876	1.02
4719	0.851727879	1.05
85360	0.851801776	-1.06
NA	0.851814365	1.01
3535	0.851827567	-1.04
51512	0.851835462	1.06
10003	0.851849234	-1.03
51734	0.851870374	-1.05
NA	0.851917208	-1.01
55766	0.851923567	-1.04
51068	0.851937081	-1.06
57456	0.85196396	-1.06
2189	0.851992221	1.09
133558	0.851998612	-1.02
NA	0.852011791	-1.01
1981	0.852042299	1.08
3712	0.852053811	1.02
2572	0.852054011	-1.02
143903	0.852079605	-1.03
NA	0.852095555	-1.02
159	0.852098474	1.02
NA	0.852104944	-1.14
7381	0.852125625	1.03
5256	0.852151948	-1.02
9213	0.85218106	1.22
NA	0.852189387	-1.02
NA	0.852199397	1.05
11137	0.852211892	-1.07
23307	0.852254054	1.06
8795	0.852292007	1.10
79854	0.85231766	-1.05
7273	0.852358843	1.02
55567	0.852360591	1.02
353274	0.852365122	1.04
7086	0.852368058	-1.17
79269	0.852421872	1.07
7168	0.852487759	1.19
27013	0.85253854	-1.08
113251	0.852596756	-1.05
10059	0.852597445	-1.04
NA	0.852652234	-1.01
197335	0.85266269	1.07
54856	0.852686992	1.06
NA	0.852687512	-1.02
27288	0.852770827	1.01
NA	0.852778404	1.02
NA	0.85278759	-1.02
NA	0.852798278	1.02
NA	0.852798427	-1.25
9227	0.852823128	-1.01
8794	0.85283504	-1.04
7738	0.852868861	-1.07
NA	0.852919328	-1.04
NA	0.852919704	-1.03
6546	0.852945163	1.02
NA	0.852946525	1.01
NA	0.85295202	1.02
10036	0.852953997	-1.08
254170	0.852966139	1.07
10518	0.852974332	-1.02
283403	0.853001302	1.02
NA	0.853085153	-1.04
81619	0.853093711	1.05
10471	0.853134348	1.13
NA	0.853151132	-1.03
NA	0.853152889	1.02
1870	0.85316535	-1.03
NA	0.853200335	-1.01
NA	0.853256729	-1.06
51079	0.853256767	-1.04
NA	0.853262628	1.02
NA	0.853275275	-1.02
2833	0.853369952	-1.02
29799	0.853379801	-1.05
100129406	0.853421981	1.02
NA	0.853424156	1.03
90799	0.853424982	1.03
29896	0.853437214	1.04
64800	0.85345103	-1.03
84720	0.853459063	-1.05
51507	0.853476991	-1.04
6729	0.853493404	1.05
1627	0.853495528	-1.15
100129907	0.853498181	1.09
NA	0.853504275	1.02
283989	0.853555376	1.04
7275	0.853560358	-1.02
7536	0.853582873	-1.04
2002	0.853590282	-1.05
NA	0.853593003	-1.02
513	0.853616365	-1.07
51496	0.853667457	1.05
23026	0.853713449	-1.05
NA	0.853758951	-1.03
NA	0.853765307	1.02
2137	0.853820053	1.06
NA	0.853842353	-1.03
NA	0.85384916	-1.03
NA	0.85385451	1.02
155185	0.853862052	-1.05
54756	0.853871463	1.13
NA	0.85388332	-1.03
7690	0.853900748	1.04
134553	0.853911143	-1.07
4683	0.853930239	1.05
7073	0.853937013	-1.02
NA	0.853938079	1.02
6462	0.853954208	-1.03
NA	0.853983438	1.01
6453	0.853987679	1.01
NA	0.853994679	-1.01
9381	0.854004899	1.02
200424	0.854013561	-1.04
NA	0.854025979	1.01
NA	0.854034866	-1.01
9135	0.854041248	1.05
6534	0.854071586	-1.04
79369	0.854074803	-1.05
285148	0.85408974	1.04
NA	0.854095909	-1.02
51741	0.85410441	-1.09
26060	0.854104939	-1.06
NA	0.854128821	1.02
NA	0.854129891	1.03
29919	0.854172171	-1.02
5650	0.85418081	1.08
9441	0.854197839	1.03
27303	0.854217033	1.31
8572	0.854223291	-1.04
10991	0.854233624	-1.04
4152	0.854254258	-1.05
78989	0.854262505	1.01
728224	0.854268328	1.06
5910	0.854296042	1.09
51068	0.854297337	1.06
53841	0.854297653	1.02
147727	0.85431856	1.12
NA	0.854337213	-1.01
727916	0.854353995	-1.02
399948	0.85435516	1.04
222537	0.854366129	1.02
NA	0.85438375	-1.03
2890	0.85438554	1.02
11152	0.854396313	-1.06
NA	0.85441937	1.03
655	0.854420554	1.10
NA	0.854461637	1.02
54662	0.854531887	-1.05
5108	0.854537065	-1.05
2100	0.85453865	1.02
79780	0.854544228	1.03
8874	0.854567047	1.02
160728	0.854590522	-1.04
100131655	0.854595031	1.02
89845	0.854595373	-1.10
144983	0.854601209	1.06
55578	0.854604853	-1.05
79066	0.854678108	1.05
4285	0.854696509	-1.08
30061	0.854716819	-1.22
201516	0.854729834	1.02
NA	0.854733615	1.04
NA	0.854758648	-1.05
NA	0.854760489	1.01
NA	0.854809379	-1.02
116840	0.854815312	1.03
2181	0.854849934	-1.06
8621	0.854909295	1.03
NA	0.854919804	1.04
10581	0.854923319	-1.10
587	0.855002359	-1.04
29123	0.855011278	-1.07
6706	0.855021917	1.04
100130468	0.855048198	-1.02
728411	0.855073728	1.02
NA	0.855076053	1.02
50717	0.855076106	-1.02
545	0.855090418	-1.01
10783	0.855110663	-1.13
55303	0.85512004	-1.02
29966	0.855129093	-1.06
10891	0.855143021	1.02
55794	0.855175144	1.11
10190	0.855184196	1.05
9863	0.855202276	-1.07
55778	0.855233983	1.05
84333	0.855243958	-1.08
NA	0.855262265	-1.02
388407	0.855349956	1.05
112609	0.855380603	1.12
9342	0.855413797	1.05
57666	0.855446863	-1.08
85464	0.855447598	-1.02
NA	0.855470544	1.03
NA	0.855484412	1.05
9810	0.855499928	-1.03
NA	0.855511254	1.01
84318	0.855526978	1.06
NA	0.855529153	1.02
57466	0.855530567	1.03
650669	0.855553472	-1.04
114134	0.85556568	1.12
NA	0.85558266	-1.02
84815	0.855584268	-1.12
NA	0.855617384	1.02
85441	0.855619509	1.09
729173	0.855629714	1.02
10616	0.855639849	-1.06
3841	0.855715272	1.08
5089	0.855744432	-1.05
2067	0.855749355	-1.09
442175	0.855754323	-1.02
4904	0.855758044	-1.03
83734	0.855777621	-1.03
5727	0.855815469	-1.04
25776	0.8558195	-1.05
80309	0.855839867	1.02
NA	0.855842053	1.04
NA	0.855877312	-1.02
222255	0.85587896	1.06
150291	0.855916716	1.06
NA	0.85594658	1.03
NA	0.856010153	-1.03
NA	0.856015971	1.05
NA	0.856021809	-1.05
348793	0.85605879	-1.05
3916	0.85606732	1.06
9147	0.856069242	1.07
6813	0.856076282	-1.04
64960	0.856087153	1.05
NA	0.856088414	-1.06
728052	0.856092989	-1.02
NA	0.856094454	1.03
4205	0.856106594	1.05
159371	0.856115071	-1.04
64599	0.856128894	-1.04
NA	0.856130783	1.11
79858	0.856145856	1.04
222229	0.856153801	1.09
5432	0.856156486	-1.04
51517	0.856166582	-1.03
6612	0.856166881	1.06
4088	0.856173886	-1.15
27292	0.856188511	1.05
NA	0.856193493	1.02
9765	0.856211575	1.07
200539	0.856212889	-1.06
149647	0.856215559	1.04
30819	0.856219922	-1.03
NA	0.856221997	-1.02
252995	0.856239194	1.03
27153	0.856241003	1.03
64864	0.856263946	-1.07
79876	0.85626661	-1.05
118487	0.856283786	1.04
NA	0.856295226	-1.01
6487	0.856305616	-1.01
256158	0.85631907	1.03
113000	0.856349423	1.05
81559	0.856357924	1.03
6733	0.856360272	1.05
81793	0.856408697	1.01
4883	0.856435249	-1.03
94137	0.856441904	-1.03
728806	0.856445998	1.02
5322	0.856491615	1.02
NA	0.856492886	1.01
NA	0.856498686	1.03
163782	0.856504359	-1.33
9444	0.856510339	-1.08
200539	0.856527745	1.04
51761	0.856529273	-1.03
64708	0.856559323	-1.08
1642	0.856573572	1.05
24144	0.856586328	-1.05
26523	0.856612994	-1.06
79804	0.856622814	1.02
3068	0.856629262	1.06
55825	0.856639807	-1.05
NA	0.856655066	1.02
10558	0.856656388	1.06
140469	0.856669417	1.02
NA	0.856708615	-1.19
NA	0.85671465	1.03
25994	0.856728953	-1.09
84333	0.856753489	-1.03
27131	0.856769406	1.07
246744	0.856846711	-1.03
54495	0.856858646	1.07
4160	0.856873926	-1.01
6049	0.856886895	-1.02
64919	0.856915447	1.12
NA	0.856919414	-1.05
2044	0.856921418	1.04
NA	0.856937677	1.03
NA	0.856959711	1.05
126074	0.857001462	1.09
NA	0.857008306	1.02
NA	0.857013626	-1.03
114134	0.857020362	1.02
54766	0.857022923	1.02
947	0.857043026	-1.03
5686	0.857108293	1.03
NA	0.857138527	-1.03
79772	0.857168178	1.02
NA	0.857173888	1.02
NA	0.857177089	1.02
NA	0.857271558	-1.03
199777	0.857305746	1.02
NA	0.857319104	-1.06
NA	0.857329789	1.02
NA	0.857351432	-1.24
5922	0.85735741	-1.05
6785	0.857369702	-1.14
441869	0.857388603	-1.04
63943	0.857430135	1.07
10458	0.857448615	1.06
84305	0.857454318	1.12
8650	0.85746192	1.02
10657	0.857505243	1.04
NA	0.857511904	1.02
NA	0.857522943	-1.02
10767	0.857532516	-1.06
79174	0.857548593	1.09
NA	0.85757307	1.03
221938	0.857578659	-1.03
NA	0.857587873	-1.02
NA	0.857605785	1.06
6810	0.857615415	1.07
NA	0.85762225	1.04
93432	0.857638317	1.01
100272147	0.857702668	-1.09
387590	0.857705446	1.02
3611	0.857722594	1.08
NA	0.857730706	1.02
89910	0.857743491	-1.02
84901	0.857748506	-1.05
NA	0.857766598	-1.01
NA	0.857772723	-1.01
5713	0.857794244	-1.06
29104	0.857819587	1.12
84271	0.857831639	1.02
203547	0.857843484	-1.08
25981	0.857856118	-1.03
4644	0.85787652	1.13
57708	0.857925052	1.07
593	0.857950535	-1.12
23196	0.857959679	1.06
89884	0.857966795	-1.04
652276	0.857972303	1.02
126520	0.857973973	-1.02
3631	0.857976813	-1.02
54550	0.857996011	-1.04
138311	0.858014844	1.02
374900	0.85803368	1.02
NA	0.858054107	-1.02
NA	0.858057112	1.02
9647	0.858131683	-1.04
NA	0.858250322	-1.03
4678	0.858250354	1.12
2191	0.858253992	-1.31
4215	0.858299765	1.06
27251	0.85830909	1.03
388419	0.858326528	1.02
90273	0.858337257	-1.02
NA	0.858361892	1.02
NA	0.858388718	1.07
3667	0.858404435	-1.09
10625	0.858406475	-1.08
7324	0.858419497	-1.04
NA	0.858448055	1.03
81608	0.858453709	1.05
9833	0.858457485	1.05
NA	0.858499739	-1.02
NA	0.858520082	1.02
NA	0.858545355	-1.03
2356	0.858551787	-1.05
7812	0.85856146	1.06
138255	0.858577328	-1.03
220988	0.858592784	1.07
429	0.858601423	-1.03
NA	0.858607247	1.04
81606	0.858615415	-1.29
55638	0.858624003	-1.38
160622	0.858657372	-1.04
84262	0.858689545	-1.12
NA	0.858708438	-1.04
NA	0.858736382	-1.01
5409	0.858746929	1.04
NA	0.858755531	-1.02
NA	0.858759725	1.03
NA	0.858766135	-1.03
NA	0.858782319	1.02
NA	0.858796397	1.01
2649	0.858821776	-1.02
7345	0.858836586	1.02
8452	0.858849027	-1.07
6752	0.858859362	1.02
NA	0.858859944	-1.03
84548	0.858862492	-1.03
6827	0.85887444	-1.04
10107	0.858885547	1.02
7069	0.858886625	-1.02
140809	0.858898275	-1.12
57154	0.858925349	1.06
NA	0.859001155	-1.02
51668	0.859002504	-1.02
5414	0.859015843	1.02
NA	0.859064127	-1.02
NA	0.85909884	-1.05
NA	0.859109383	-1.07
27131	0.859150436	1.04
1509	0.859188935	-1.07
5435	0.859192285	-1.02
5965	0.859192661	1.04
2591	0.859193091	1.02
221074	0.859207399	-1.03
64599	0.859228544	-1.03
677	0.859250749	-1.05
25764	0.859259484	1.04
85480	0.859266247	-1.13
64150	0.859283352	-1.02
727944	0.859295929	-1.04
NA	0.859336502	-1.02
7328	0.859341885	1.05
152137	0.859351585	-1.08
4116	0.859390378	1.10
51530	0.859441479	-1.05
65117	0.859485992	1.04
10519	0.859504853	1.04
55	0.859512661	1.07
10408	0.859523344	-1.03
401134	0.859546775	1.02
83417	0.859551525	1.01
345611	0.859592816	-1.02
NA	0.859609314	1.02
NA	0.859621207	1.03
6388	0.859628458	1.04
441024	0.859649126	-1.19
260425	0.859677232	1.05
NA	0.859691231	-1.01
NA	0.859797357	-1.02
2006	0.859832762	-1.02
NA	0.859839373	1.03
143279	0.85986907	1.02
201626	0.85990417	1.07
11214	0.859950909	-1.02
3831	0.859956912	1.04
26747	0.859961406	1.08
5939	0.85999432	1.05
NA	0.860052412	1.02
8653	0.860085227	1.01
83856	0.8600883	1.04
85320	0.860123122	-1.01
NA	0.860128655	1.03
93624	0.860133461	1.07
63910	0.860155789	-1.04
NA	0.860286181	1.02
NA	0.860332802	-1.03
NA	0.860371286	-1.01
56666	0.860392631	-1.04
1622	0.860464949	-1.03
NA	0.860490377	-1.01
NA	0.860508947	1.02
NA	0.860513257	1.02
NA	0.860533935	1.02
117584	0.860536352	-1.07
23307	0.86056224	1.05
5641	0.860579669	1.08
26012	0.860583344	1.04
NA	0.860589821	1.02
55064	0.860605429	-1.02
5151	0.860615153	1.07
NA	0.860647168	-1.03
100130733	0.860650108	1.02
NA	0.860670054	1.02
57461	0.860753649	-1.05
NA	0.860762145	1.01
1211	0.860791161	1.04
7145	0.86083195	1.05
6253	0.860836481	-1.14
NA	0.860838834	1.03
10608	0.860849758	1.12
23114	0.860851458	1.02
NA	0.860853492	1.03
NA	0.860895739	1.09
57786	0.860896537	-1.06
8366	0.86089669	1.04
100131283	0.860898591	-1.02
7110	0.860920508	1.07
6470	0.860952384	-1.11
80207	0.860969152	-1.04
57102	0.860985464	-1.06
2822	0.860991247	-1.02
2701	0.860993628	-1.02
84698	0.860994533	-1.01
55084	0.861006949	-1.03
29125	0.861027091	-1.02
5917	0.861074277	1.05
1613	0.861076016	1.06
NA	0.8611207	-1.05
54758	0.861181186	1.09
55502	0.861217258	1.02
NA	0.861222042	1.28
NA	0.8612241	-1.01
170463	0.861249559	-1.04
2315	0.861283269	-1.02
4722	0.861284799	1.04
2206	0.861288363	1.01
10971	0.861292153	-1.03
79081	0.861347303	1.05
100132418	0.861347917	-1.07
55354	0.861355013	1.02
56886	0.861385898	1.08
NA	0.861389093	-1.01
125972	0.861393622	1.02
5740	0.86140024	-1.02
6493	0.861408444	1.04
339201	0.861413585	1.06
56243	0.86141682	-1.03
129530	0.861424823	-1.03
114789	0.861475287	1.05
55341	0.861490319	1.04
379	0.861520956	-1.03
NA	0.861587448	-1.02
158798	0.861589702	-1.01
2817	0.861637542	-1.09
11046	0.861709889	-1.03
5371	0.861755875	1.06
NA	0.861775213	-1.02
NA	0.861784893	-1.02
145978	0.861819198	-1.02
84879	0.861824727	1.03
NA	0.861827592	1.01
2120	0.861845235	1.04
9708	0.861845384	1.04
NA	0.861854284	-1.02
79736	0.86186409	-1.03
79172	0.861941645	1.04
9221	0.861977177	-1.05
57690	0.861982818	-1.04
NA	0.862015689	-1.03
25861	0.86205178	1.08
4616	0.862088562	1.05
NA	0.862107096	-1.25
26689	0.862107823	-1.03
51020	0.862127435	-1.08
56905	0.862130634	1.09
4034	0.862156837	1.04
729059	0.862174114	1.01
NA	0.862195357	1.07
5465	0.862204914	-1.01
NA	0.862213482	1.03
3836	0.862241451	1.09
NA	0.862258861	-1.04
NA	0.86226944	1.04
NA	0.862282873	-1.01
5095	0.862283775	1.06
51606	0.862388091	-1.02
NA	0.86239522	-1.02
5498	0.862456281	1.06
NA	0.86247037	1.06
53373	0.862487397	-1.05
NA	0.862553552	1.02
2885	0.86258414	-1.05
23767	0.862602052	1.33
56917	0.862616089	1.02
30833	0.862625427	-1.05
NA	0.862650617	1.02
2935	0.862658026	1.02
NA	0.862659924	-1.02
NA	0.862663856	1.04
55293	0.862707016	-1.04
NA	0.862811806	1.02
NA	0.862813915	1.02
3845	0.862835081	-1.06
9685	0.862840334	-1.02
NA	0.862844593	1.13
10955	0.862850378	-1.04
7709	0.862858078	-1.04
NA	0.862874126	1.02
644450	0.862880077	1.03
85478	0.862886321	-1.01
NA	0.862913705	-1.03
284184	0.862915516	1.04
5682	0.862916081	1.03
NA	0.86293865	-1.02
10454	0.862943097	-1.03
NA	0.862954826	1.04
NA	0.862965679	-1.02
7153	0.862977371	1.03
26115	0.862987194	1.09
54808	0.862990262	-1.06
7022	0.862990886	-1.11
58513	0.863001393	1.05
1397	0.863017904	-1.11
47	0.863036457	-1.05
NA	0.863054572	1.03
25963	0.863063025	1.02
64318	0.863108661	-1.04
NA	0.863124768	-1.02
55295	0.863125081	1.05
5826	0.863132256	1.02
51127	0.86313583	-1.03
NA	0.863145111	-1.03
2800	0.863160674	-1.05
NA	0.863184127	1.02
25803	0.863184299	-1.03
NA	0.863200212	-1.03
10552	0.863204029	1.06
6711	0.863229919	-1.02
NA	0.863231234	1.02
79685	0.863235771	1.05
NA	0.863275668	-1.02
744	0.863307008	-1.06
NA	0.863342667	-1.02
4987	0.863411029	-1.03
2327	0.86342488	-1.02
7071	0.863432693	1.05
147746	0.863465418	-1.02
3709	0.863508004	-1.04
256130	0.863538121	1.01
51454	0.863548499	-1.11
55554	0.863577295	1.02
NA	0.86358895	1.04
51098	0.863595815	-1.05
1294	0.863597374	1.04
NA	0.863597966	1.01
58513	0.863602721	-1.03
NA	0.86364807	1.01
55027	0.863652339	1.03
5814	0.863676736	-1.02
54768	0.863680337	-1.02
8672	0.863681473	-1.04
NA	0.863715854	-1.02
374387	0.863716662	-1.02
7638	0.863717694	-1.02
55715	0.863760238	1.05
NA	0.863762713	-1.02
729515	0.863786736	-1.02
9099	0.86382582	-1.03
8737	0.863860766	1.05
8934	0.86387511	-1.04
8535	0.863896333	-1.07
161253	0.863919348	-1.05
NA	0.863919893	1.02
90204	0.863959165	1.05
NA	0.863974268	1.03
NA	0.863981484	1.02
1478	0.863992026	1.08
6943	0.864002847	1.02
84443	0.86404413	-1.03
54332	0.864061519	-1.06
NA	0.864066373	-1.02
154089	0.864073688	-1.03
NA	0.864086806	-1.02
51154	0.864092083	1.05
23061	0.864099284	-1.10
641365	0.864199861	1.01
995	0.864214099	-1.04
648987	0.864228844	-1.07
NA	0.864271692	1.02
NA	0.864273042	1.12
1059	0.864279101	1.05
285638	0.864319235	-1.03
NA	0.864343724	1.02
22901	0.864354928	-1.02
91	0.864375322	1.02
5826	0.864390828	1.07
83861	0.864391029	-1.05
89781	0.864394904	1.05
57653	0.864413107	-1.02
27039	0.864415647	1.01
NA	0.864434517	-1.03
7572	0.864461169	-1.02
258	0.86446554	-1.03
64859	0.864468226	-1.09
283375	0.864518307	1.02
30818	0.864521417	-1.02
NA	0.864524424	-1.03
51635	0.864537027	-1.04
5914	0.864553392	1.01
6429	0.864575712	1.02
NA	0.864578542	-1.02
145942	0.864586678	-1.01
22826	0.864607591	-1.05
54664	0.864618648	-1.11
2822	0.864630987	-1.01
53918	0.864634205	-1.09
22843	0.864640971	-1.08
133383	0.864666731	1.05
NA	0.86467465	-1.04
23061	0.864698231	-1.09
7932	0.864703648	-1.03
NA	0.864706158	1.03
NA	0.864715021	1.02
NA	0.86472488	1.02
6565	0.864733623	-1.03
121457	0.864739875	-1.13
NA	0.86475114	-1.07
285386	0.864756278	-1.42
55425	0.864785242	1.07
57538	0.864789166	-1.03
65265	0.864825235	1.06
NA	0.864833816	-1.02
219743	0.864868308	-1.03
NA	0.86489681	-1.01
79831	0.864916188	1.02
56886	0.864943794	-1.06
NA	0.865005114	-1.02
NA	0.865016078	-1.01
29116	0.865022189	1.09
23310	0.86504119	1.05
NA	0.865046584	-1.02
NA	0.865091819	1.04
146754	0.865100578	1.02
84314	0.865104087	1.04
NA	0.865112407	1.02
NA	0.865119952	1.01
222663	0.865120448	-1.03
11276	0.865121927	1.01
654434	0.865141203	1.03
23062	0.86514197	1.05
84861	0.865144306	-1.02
65110	0.865160412	-1.05
3340	0.86516157	1.15
NA	0.86518168	-1.03
NA	0.865185088	-1.02
51181	0.865209901	1.07
130574	0.865216775	-1.05
23091	0.865217842	1.06
7168	0.865235306	1.19
283871	0.865256079	1.05
NA	0.865354042	-1.02
79674	0.865399324	-1.05
NA	0.865402932	1.02
NA	0.865417989	-1.03
150290	0.865450031	-1.05
60686	0.865454129	1.06
122622	0.865464707	1.03
54903	0.865469601	1.05
70	0.865574265	-1.04
23499	0.865645152	1.05
79707	0.865645443	-1.06
23189	0.86565072	1.02
NA	0.865651781	1.02
27092	0.865661471	-1.04
NA	0.865669689	1.02
88	0.865695542	1.02
51706	0.865704494	-1.01
NA	0.865752586	1.03
57528	0.865781516	-1.01
NA	0.865782129	1.05
NA	0.865828279	1.02
NA	0.865829993	1.01
NA	0.865845318	1.02
NA	0.865848396	-1.02
55095	0.865893516	1.04
55677	0.865903816	1.05
9066	0.865938761	-1.02
26297	0.865949375	-1.01
NA	0.865962203	1.04
338862	0.865996441	1.01
91977	0.866005277	1.03
NA	0.866108839	-1.04
283171	0.866135493	-1.02
NA	0.866168831	1.03
6400	0.86619248	-1.05
NA	0.866240124	1.02
8516	0.866251584	-1.02
NA	0.866255526	1.06
6187	0.866282382	1.02
NA	0.866284659	-1.02
NA	0.86630303	1.02
347862	0.866318104	1.10
NA	0.86634327	1.01
NA	0.866411083	1.01
6103	0.866422171	1.02
3788	0.866471422	1.01
29098	0.866489975	-1.04
6693	0.866525446	1.02
9683	0.866538228	1.08
NA	0.866560209	1.01
NA	0.866567885	1.02
8932	0.866571263	-1.03
92014	0.866625702	1.06
3306	0.866637577	-1.09
9774	0.866652707	1.05
956	0.866659042	1.11
5924	0.866659345	1.06
11004	0.866659832	-1.05
NA	0.866722319	1.02
151295	0.866739837	-1.02
221458	0.866760188	1.01
85300	0.866766356	1.02
54963	0.866834281	-1.03
91039	0.866840808	-1.08
23408	0.8668448	-1.04
317649	0.86685295	1.07
1329	0.866855619	1.04
NA	0.866861598	-1.03
NA	0.866871488	1.02
NA	0.866905195	1.02
9782	0.866918421	-1.04
64598	0.866922761	1.07
NA	0.86695672	-1.01
64788	0.866968136	1.14
NA	0.866988599	1.03
81533	0.866994347	1.05
57094	0.867013622	-1.01
NA	0.867043265	1.03
55337	0.867051993	-1.08
266695	0.86705214	-1.01
51377	0.867063095	1.09
NA	0.867112808	1.04
NA	0.867121089	1.09
401207	0.867125061	1.02
130951	0.86712662	-1.01
2192	0.867209127	1.13
56006	0.867216361	1.06
791115	0.867217029	-1.03
653	0.867263868	1.02
51095	0.867273424	1.08
9210	0.867376367	1.02
NA	0.867405438	1.01
25962	0.867408703	-1.04
23305	0.867409219	1.01
57122	0.867410274	-1.07
NA	0.867418348	1.03
23241	0.867428579	1.08
55660	0.86747357	-1.04
3092	0.86748028	1.03
4800	0.867483156	1.09
6262	0.86749227	-1.02
23166	0.867524249	-1.03
NA	0.867541058	1.02
79594	0.867564576	-1.04
26094	0.867571174	-1.03
84891	0.86757317	-1.01
3772	0.867582547	1.20
4512	0.867657726	-1.10
2764	0.867662578	1.08
51314	0.867682058	1.02
25948	0.867686486	1.06
643977	0.867739143	1.40
NA	0.867792343	1.04
84162	0.867804368	1.04
23052	0.867824314	1.12
NA	0.867899721	-1.01
100131897	0.867925055	-1.23
7088	0.867929702	1.07
NA	0.8679394	-1.01
NA	0.867964499	-1.01
NA	0.867978761	-1.03
91445	0.868037154	-1.05
2677	0.86804342	-1.06
84766	0.868047945	-1.03
NA	0.868060127	-1.05
26168	0.868077697	1.04
NA	0.868095935	1.02
23660	0.86809888	1.06
NA	0.868126114	-1.02
22984	0.868167337	-1.04
85476	0.86816761	-1.05
5717	0.868180878	-1.04
NA	0.868186913	-1.04
4809	0.8682148	-1.06
9956	0.868230014	-1.02
26472	0.86827434	1.08
2841	0.86830181	1.03
NA	0.868319037	-1.02
9391	0.868347967	1.05
1527	0.868357734	-1.02
55124	0.868365722	-1.03
NA	0.868419001	1.05
85007	0.868449689	-1.06
NA	0.868484522	-1.01
NA	0.868505162	1.02
NA	0.868538904	-1.03
89876	0.868540832	1.01
NA	0.868549312	1.02
NA	0.868582424	-1.02
51317	0.868611278	1.03
NA	0.868615267	1.02
NA	0.868623828	-1.01
1611	0.868665529	-1.08
NA	0.868672844	1.02
NA	0.86869356	-1.03
283078	0.86869385	-1.01
9223	0.868712788	1.04
NA	0.868713446	-1.02
10564	0.868714667	1.08
5618	0.86871988	-1.04
80131	0.868763269	-1.09
285521	0.868812638	-1.05
NA	0.868857559	1.01
NA	0.868888462	-1.02
4313	0.868901559	1.02
80208	0.868933394	-1.04
57602	0.868994426	1.04
1112	0.869034687	-1.06
131540	0.869039127	-1.02
57634	0.869130501	1.04
644	0.86914218	-1.09
79370	0.869156154	-1.01
54879	0.869184686	1.04
NA	0.869187674	-1.02
NA	0.869213801	1.04
285220	0.86921389	-1.02
55700	0.869233064	-1.05
NA	0.869239695	1.03
573	0.869241685	1.23
796	0.869242278	-1.02
100129239	0.869252877	-1.02
54860	0.869269574	1.01
991	0.869283219	-1.04
83461	0.869291616	1.05
NA	0.869292191	1.01
85437	0.869358924	1.04
2730	0.869364504	-1.10
10057	0.869378078	-1.07
NA	0.86940372	-1.08
84271	0.869448049	-1.02
55191	0.869450884	1.06
5793	0.869453984	-1.03
138151	0.869486671	-1.06
8521	0.869489216	-1.01
64167	0.869510607	1.28
2029	0.869520737	1.05
440829	0.869526851	-1.03
3174	0.869528476	-1.05
64834	0.869561601	-1.05
1915	0.869598742	1.02
27106	0.869612033	1.04
5939	0.869619235	1.04
3166	0.869646332	1.02
